,relation,node_idx,node_idx_dst
223,5,560,57804
224,5,562,55047
225,5,562,59898
226,5,567,17727
227,5,568,35605
228,5,578,17727
229,5,579,3564
230,5,584,55047
231,5,584,4091
232,5,584,44200
233,5,584,59898
234,5,584,59898
235,5,588,6752
236,5,589,7957
237,5,592,4091
238,5,595,4091
239,5,605,11369
240,5,606,8632
241,5,607,6752
242,5,614,52461
243,5,614,8577
244,5,614,50656
245,5,615,4091
246,5,618,4091
247,5,621,35605
248,5,630,4091
249,5,633,8632
250,5,634,52866
251,5,636,28955
252,5,645,55047
253,5,650,11972
254,5,652,31532
255,5,652,31532
256,5,653,35605
257,5,657,11972
258,5,666,46877
259,5,667,6752
260,5,668,35605
261,5,670,35605
262,5,675,35605
263,5,686,8632
264,5,688,11369
265,5,696,7957
266,5,702,11369
267,5,705,7957
268,5,708,17727
269,5,721,27137
270,5,731,46877
271,5,731,44200
272,5,731,44200
273,5,736,35605
274,5,737,31532
275,5,738,4091
276,5,739,31532
277,5,740,17727
278,5,740,4091
279,5,740,4091
280,5,741,52866
281,5,742,6752
282,5,742,6752
283,5,748,44200
284,5,752,52866
285,5,756,47002
286,5,756,47002
287,5,760,11369
288,5,762,31532
289,5,762,31532
290,5,764,35605
291,5,764,35605
292,5,764,35605
293,5,765,25958
294,5,768,6752
295,5,769,35227
296,5,771,8632
297,5,776,4091
298,5,777,7957
299,5,778,11369
300,5,779,8632
301,5,779,8632
302,5,780,8632
303,5,784,6752
304,5,784,6752
305,5,789,22649
306,5,800,35605
307,5,801,7957
308,5,806,47002
309,5,814,35605
310,5,815,28955
311,5,815,28955
312,5,821,6752
313,5,829,31532
314,5,830,46877
315,5,830,25958
316,5,831,8632
317,5,833,47002
318,5,834,47002
319,5,835,6752
320,5,840,6752
321,5,841,4091
322,5,843,35605
323,5,843,35605
324,5,843,2692
325,5,847,13748
326,5,848,8632
327,5,848,8632
328,5,850,35605
329,5,853,11369
330,5,856,11369
331,5,857,11369
332,5,863,35227
333,5,865,25958
334,5,865,46877
335,5,865,57804
336,5,867,7957
337,5,867,7957
338,5,870,7957
339,5,872,35605
340,5,877,35605
341,5,878,28955
342,5,884,11369
343,5,885,13748
344,5,889,35605
345,5,891,8632
346,5,892,11514
347,5,894,35605
348,5,897,46877
349,5,898,28955
350,5,899,31532
351,5,904,11972
352,5,905,58246
353,5,905,25244
354,5,905,8792
355,5,910,31532
356,5,910,31532
357,5,910,31532
358,5,911,35605
359,5,915,59898
360,5,917,52866
361,5,918,44200
362,5,925,8632
363,5,927,17727
364,5,929,8632
365,5,931,11369
366,5,938,11369
367,5,941,35605
368,5,944,52866
369,5,945,11369
370,5,950,4091
371,5,950,4091
372,5,951,57804
373,5,951,57804
374,5,952,55047
375,5,954,35605
376,5,955,46748
377,5,956,54552
378,5,963,35605
379,5,966,52866
380,5,967,28955
381,5,973,35605
382,5,975,57804
383,5,976,28955
384,5,979,17727
385,5,980,55047
386,5,983,59898
387,5,985,46877
388,5,986,57804
389,5,986,44200
390,5,999,7957
391,5,1005,6752
392,5,1013,55047
393,5,1013,46877
394,5,1016,6752
395,5,1018,25958
396,5,1020,25958
397,5,1029,54552
398,5,1030,31532
399,5,1032,35605
400,5,1038,35605
401,5,1039,59898
402,5,1042,55047
403,5,1044,53292
404,5,1044,53292
405,5,1044,35601
406,5,1044,17111
407,5,1046,52866
408,5,1047,7957
409,5,1048,52866
410,5,1052,52866
411,5,1052,52866
412,5,1053,44200
413,5,1058,6752
414,5,1058,6752
415,5,1058,6752
416,5,1068,52866
417,5,1069,52866
418,5,1077,52866
419,5,1078,4091
420,5,1079,52866
421,5,1086,7957
422,5,1088,52866
423,5,1089,17727
424,5,1090,35605
425,5,1091,28955
426,5,1093,52866
427,5,1093,52866
428,5,1095,52866
429,5,1099,57804
430,5,1101,35605
431,5,1108,35605
432,5,1109,57804
433,5,1111,31532
434,5,1119,6752
435,5,1124,7957
436,5,1125,4091
437,5,1127,4091
438,5,1129,52866
439,5,1133,11972
440,5,1140,6752
441,5,1144,46877
442,5,1147,7957
443,5,1153,52866
444,5,1154,8632
445,5,1158,8632
446,5,1161,35605
447,5,1162,4091
448,5,1165,55047
449,5,1166,31532
450,5,1168,28955
451,5,1178,57804
452,5,1179,59898
453,5,1179,59898
454,5,1184,28955
455,5,1186,59898
456,5,1187,46877
457,5,1189,7957
458,5,1195,25958
459,5,1197,6752
460,5,1197,5376
461,5,1206,11369
462,5,1212,17727
463,5,1218,7957
464,5,1218,7957
465,5,1225,4091
466,5,1225,4091
467,5,1228,11369
468,5,1230,6752
469,5,1231,11514
470,5,1234,35605
471,5,1239,57804
472,5,1240,11369
473,5,1241,17727
474,5,1247,31532
475,5,1250,11369
476,5,1254,13748
477,5,1254,22391
478,5,1256,55047
479,5,1257,52866
480,5,1262,3100
481,5,1262,47002
482,5,1271,52866
483,5,1274,11369
484,5,1275,11972
485,5,1287,52866
486,5,1288,57804
487,5,1288,25958
488,5,1291,35605
489,5,1292,22391
490,5,1294,55047
491,5,1294,44200
492,5,1295,52866
493,5,1296,46877
494,5,1305,8632
495,5,1317,52866
496,5,1317,52866
497,5,1319,7957
498,5,1320,31532
499,5,1323,57804
500,5,1324,55047
501,5,1325,17727
502,5,1340,8632
503,5,1347,28955
504,5,1348,35605
505,5,1353,59898
506,5,1357,35605
507,5,1361,17727
508,5,1366,35605
509,5,1367,8632
510,5,1368,6752
511,5,1370,59898
512,5,1373,44200
513,5,1374,6752
514,5,1379,8984
515,5,1385,35605
516,5,1390,7957
517,5,1390,7957
518,5,1394,52866
519,5,1395,11972
520,5,1397,4091
521,5,1399,11369
522,5,1402,57804
523,5,1421,17727
524,5,1430,35227
525,5,1437,17727
526,5,1439,11369
527,5,1442,17727
528,5,1446,46877
529,5,1450,35605
530,5,1452,6059
531,5,1455,8632
532,5,1458,7957
533,5,1461,4091
534,5,1462,52866
535,5,1465,7957
536,5,1468,31532
537,5,1469,55047
538,5,1470,11369
539,5,1473,47002
540,5,1476,11514
541,5,1476,7957
542,5,1476,49691
543,5,1476,5376
544,5,1482,4091
545,5,1485,5376
546,5,1489,55047
547,5,1489,17727
548,5,1489,57804
549,5,1489,44200
550,5,1492,52866
551,5,1492,52866
552,5,1497,11369
553,5,1497,11369
554,5,1500,28955
555,5,1504,17727
556,5,1508,11369
557,5,1515,4091
558,5,1518,52866
559,5,1519,47002
560,5,1527,6752
561,5,1539,35605
562,5,1543,17727
563,5,1545,52866
564,5,1546,4091
565,5,1546,4091
566,5,1549,52199
567,5,1557,8632
568,5,1558,31532
569,5,1561,35605
570,5,1562,49691
571,5,1562,49691
572,5,1563,28955
573,5,1574,52866
574,5,1575,52866
575,5,1577,59898
576,5,1585,4091
577,5,1586,11369
578,5,1590,59898
579,5,1591,7957
580,5,1591,7957
581,5,1591,7957
582,5,1591,7957
583,5,1599,11514
584,5,1599,52199
585,5,1600,52866
586,5,1601,7957
587,5,1606,52866
588,5,1609,46877
589,5,1609,46877
590,5,1613,28955
591,5,1615,11369
592,5,1617,44200
593,5,1624,11972
594,5,1637,59898
595,5,1637,46877
596,5,1640,47002
597,5,1640,44200
598,5,1641,8632
599,5,1645,35605
600,5,1647,52866
601,5,1653,35605
602,5,1657,55047
603,5,1660,59898
604,5,1662,6752
605,5,1665,11972
606,5,1670,25958
607,5,1673,4091
608,5,1677,8632
609,5,1679,46877
610,5,1680,11972
611,5,1683,52866
612,5,1689,11972
613,5,1693,55047
614,5,1693,59898
615,5,1694,8632
616,5,1695,35605
617,5,1698,46877
618,5,1699,6752
619,5,1700,6752
620,5,1704,52866
621,5,1706,17727
622,5,1715,52866
623,5,1717,8632
624,5,1719,7957
625,5,1725,35605
626,5,1726,52866
627,5,1727,59898
628,5,1733,25958
629,5,1733,44200
630,5,1734,8632
631,5,1738,6752
632,5,1739,35605
633,5,1744,28955
634,5,1747,35605
635,5,1756,4091
636,5,1770,35605
637,5,1773,59898
638,5,1774,8632
639,5,1775,52866
640,5,1783,49691
641,5,1788,55047
642,5,1789,46877
643,5,1792,4091
644,5,1794,44200
645,5,1795,52866
646,5,1795,52866
647,5,1800,47002
648,5,1803,4091
649,5,1804,35227
650,5,1806,52866
651,5,1808,8632
652,5,1812,59898
653,5,1813,52866
654,5,1815,35605
655,5,1824,35605
656,5,1824,35605
657,5,1825,47002
658,5,1826,7957
659,5,1838,4091
660,5,1838,57804
661,5,1838,55047
662,5,1841,8632
663,5,1844,7957
664,5,1851,35605
665,5,1851,35605
666,5,1851,7957
667,5,1852,8632
668,5,1853,35605
669,5,1853,35605
670,5,1857,11369
671,5,1857,11369
672,5,1859,7957
673,5,1860,25958
674,5,1862,25958
675,5,1864,25958
676,5,1865,11369
677,5,1865,11369
678,5,1866,7957
679,5,1871,35227
680,5,1871,25958
681,5,1872,4091
682,5,1875,7957
683,5,1876,8632
684,5,1877,12807
685,5,1879,35605
686,5,1882,31532
687,5,1883,25958
688,5,1884,44200
689,5,1884,44200
690,5,1886,35605
691,5,1890,35605
692,5,1900,59898
693,5,1901,11369
694,5,1902,35605
695,5,1903,4091
696,5,1910,31532
697,5,1915,25958
698,5,1915,44200
699,5,1915,52199
700,5,1917,8632
701,5,1919,11369
702,5,1919,35605
703,5,1920,7957
704,5,1924,46877
705,5,1931,7957
706,5,1932,44200
707,5,1932,47002
708,5,1936,46877
709,5,1937,57804
710,5,1942,52866
711,5,1947,35605
712,5,1948,7957
713,5,1954,58875
714,5,1954,58875
715,5,1954,58875
716,5,1956,35605
717,5,1961,25958
718,5,1961,25958
719,5,1965,35605
720,5,1975,2692
721,5,1978,55047
722,5,1978,55047
723,5,1981,47002
724,5,1982,52866
725,5,1987,31532
726,5,1988,7957
727,5,1999,35227
728,5,2001,4091
729,5,2001,4091
730,5,2008,28955
731,5,2011,13748
732,5,2012,52866
733,5,2016,52866
734,5,2023,52866
735,5,2024,35605
736,5,2028,31532
737,5,2029,25958
738,5,2036,47002
739,5,2037,11972
740,5,2040,52866
741,5,2042,6752
742,5,2043,4091
743,5,2046,7957
744,5,2047,16953
745,5,2047,35227
746,5,2051,4091
747,5,2051,4091
748,5,2054,6752
749,5,2055,35605
750,5,2058,8632
751,5,2059,4091
752,5,2061,7957
753,5,2064,7957
754,5,2071,25958
755,5,2072,8632
756,5,2074,35605
757,5,2075,6752
758,5,2078,8632
759,5,2079,31532
760,5,2087,6752
761,5,2094,4091
762,5,2094,4091
763,5,2096,8984
764,5,2096,49691
765,5,2096,40573
766,5,2096,8984
767,5,2098,52866
768,5,2113,44200
769,5,2114,7957
770,5,2120,11369
771,5,2121,52866
772,5,2122,4091
773,5,2123,52866
774,5,2136,52866
775,5,2143,52199
776,5,2147,17727
777,5,2152,7957
778,5,2153,17727
779,5,2154,46877
780,5,2158,47002
781,5,2161,7957
782,5,2161,52199
783,5,2170,46877
784,5,2171,52866
785,5,2175,7957
786,5,2176,35605
787,5,2181,11972
788,5,2182,52866
789,5,2183,31532
790,5,2183,31532
791,5,2183,31532
792,5,2185,44200
793,5,2189,8632
794,5,2189,8632
795,5,2196,7957
796,5,2199,4091
797,5,2200,53052
798,5,2200,30517
799,5,2203,17727
800,5,2204,11514
801,5,2207,46877
802,5,2210,35605
803,5,2212,35605
804,5,2213,8632
805,5,2218,55047
806,5,2223,25592
807,5,2223,25592
808,5,2225,8632
809,5,2227,59898
810,5,2230,35605
811,5,2230,35605
812,5,2231,6752
813,5,2236,52866
814,5,2237,46877
815,5,2243,35605
816,5,2244,20733
817,5,2255,11369
818,5,2258,44200
819,5,2262,35605
820,5,2263,40573
821,5,2263,13748
822,5,2264,8632
823,5,2270,44200
824,5,2271,57804
825,5,2272,59898
826,5,2273,59898
827,5,2273,47002
828,5,2277,59898
829,5,2284,52866
830,5,2285,52866
831,5,2285,7957
832,5,2285,7957
833,5,2291,6752
834,5,2294,11369
835,5,2301,49691
836,5,2301,5376
837,5,2303,52866
838,5,2304,35605
839,5,2311,52866
840,5,2330,57804
841,5,2331,59898
842,5,2340,11514
843,5,2348,35605
844,5,2354,35605
845,5,2354,35605
846,5,2357,52866
847,5,2363,12807
848,5,2368,46748
849,5,2371,35227
850,5,2374,22888
851,5,2383,7957
852,5,2387,35605
853,5,2393,6752
854,5,2400,52866
855,5,2402,4091
856,5,2402,4091
857,5,2407,35605
858,5,2409,7957
859,5,2414,35605
860,5,2418,4091
861,5,2421,11369
862,5,2429,8632
863,5,2432,31532
864,5,2433,55047
865,5,2434,17727
866,5,2441,7957
867,5,2443,6752
868,5,2444,11972
869,5,2445,31532
870,5,2451,52866
871,5,2452,52866
872,5,2453,52866
873,5,2463,57804
874,5,2468,52866
875,5,2468,52866
876,5,2471,25958
877,5,2471,55047
878,5,2476,35605
879,5,2480,4091
880,5,2482,35605
881,5,2482,35605
882,5,2483,20733
883,5,2484,55047
884,5,2485,4091
885,5,2489,35605
886,5,2491,11369
887,5,2497,11369
888,5,2498,57804
889,5,2502,35605
890,5,2505,8632
891,5,2505,8632
892,5,2506,35605
893,5,2514,46877
894,5,2515,46877
895,5,2517,11369
896,5,2523,52866
897,5,2526,8632
898,5,2531,4091
899,5,2540,4091
900,5,2540,4091
901,5,2543,7957
902,5,2545,11369
903,5,2546,31532
904,5,2551,52866
905,5,2560,55047
906,5,2563,33997
907,5,2570,7957
908,5,2571,55047
909,5,2581,52866
910,5,2591,52866
911,5,2593,52866
912,5,2594,44200
913,5,2598,7957
914,5,2605,35605
915,5,2606,52866
916,5,2607,8632
917,5,2612,8632
918,5,2617,35227
919,5,2621,52866
920,5,2629,7957
921,5,2639,4091
922,5,2642,11369
923,5,2644,6752
924,5,2646,52866
925,5,2654,11369
926,5,2658,47002
927,5,2659,57804
928,5,2662,4091
929,5,2665,57804
930,5,2665,55047
931,5,2671,7957
932,5,2672,57804
933,5,2672,57804
934,5,2672,57804
935,5,2672,57804
936,5,2672,57804
937,5,2672,57804
938,5,2674,35605
939,5,2678,6752
940,5,2683,6752
941,5,2684,44200
942,5,2684,44200
943,5,2692,52866
944,5,2696,6752
945,5,2697,52866
946,5,2698,17727
947,5,2706,57804
948,5,2720,7957
949,5,2722,7957
950,5,2724,6752
951,5,2726,7957
952,5,2729,4091
953,5,2729,17727
954,5,2733,44200
955,5,2733,46877
956,5,2733,46877
957,5,2733,46877
958,5,2734,35605
959,5,2735,13748
960,5,2736,4091
961,5,2739,8632
962,5,2747,31532
963,5,2748,31532
964,5,2749,52866
965,5,2751,11514
966,5,2756,11972
967,5,2756,11972
968,5,2758,11369
969,5,2760,8632
970,5,2761,25958
971,5,2764,8632
972,5,2766,35605
973,5,2769,17727
974,5,2773,35605
975,5,2773,35605
976,5,2775,11972
977,5,2787,47002
978,5,2788,4091
979,5,2789,9811
980,5,2792,17727
981,5,2795,8632
982,5,2798,11369
983,5,2805,59898
984,5,2808,35605
985,5,2808,35605
986,5,2809,35605
987,5,2816,4091
988,5,2817,6752
989,5,2819,4091
990,5,2824,17727
991,5,2837,6752
992,5,2837,6752
993,5,2841,55047
994,5,2847,4091
995,5,2849,46877
996,5,2849,25958
997,5,2849,57804
998,5,2853,52866
999,5,2854,7957
1000,5,2855,28955
1001,5,2855,28955
1002,5,2859,52866
1003,5,2871,4091
1004,5,2872,6752
1005,5,2872,132
1006,5,2872,46748
1007,5,2886,7957
1008,5,2888,4091
1009,5,2892,35605
1010,5,2897,35605
1011,5,2898,44200
1012,5,2901,4091
1013,5,2904,25958
1014,5,2908,35605
1015,5,2912,7957
1016,5,2917,25958
1017,5,2919,44200
1018,5,2927,35605
1019,5,2931,8632
1020,5,2932,8632
1021,5,2934,35605
1022,5,2934,35605
1023,5,2935,35605
1024,5,2939,35605
1025,5,2942,11369
1026,5,2945,4091
1027,5,2953,35227
1028,5,2955,8632
1029,5,2957,44200
1030,5,2957,52781
1031,5,2958,7957
1032,5,2958,7957
1033,5,2960,52866
1034,5,2963,6752
1035,5,2965,31532
1036,5,2966,28955
1037,5,2972,52866
1038,5,2976,52866
1039,5,2977,31532
1040,5,2983,55047
1041,5,2984,11369
1042,5,2985,4091
1043,5,2991,11369
1044,5,3000,35605
1045,5,3003,31532
1046,5,3004,11369
1047,5,3008,7957
1048,5,3010,8632
1049,5,3018,11369
1050,5,3018,11369
1051,5,3020,35605
1052,5,3022,44200
1053,5,3025,46877
1054,5,3027,6752
1055,5,3028,52866
1056,5,3037,11972
1057,5,3040,57804
1058,5,3042,52866
1059,5,3053,25958
1060,5,3054,35605
1061,5,3056,6752
1062,5,3057,28347
1063,5,3057,40652
1064,5,3057,14896
1065,5,3057,26511
1066,5,3064,44200
1067,5,3065,35605
1068,5,3068,52866
1069,5,3085,44200
1070,5,3087,35605
1071,5,3087,35605
1072,5,3088,6752
1073,5,3100,52781
1074,5,3102,44200
1075,5,3106,7957
1076,5,3108,6059
1077,5,3109,17727
1078,5,3110,57804
1079,5,3117,35605
1080,5,3117,35605
1081,5,3128,46877
1082,5,3132,8632
1083,5,3133,52199
1084,5,3136,46748
1085,5,3138,7957
1086,5,3144,35227
1087,5,3144,46877
1088,5,3145,35605
1089,5,3154,54552
1090,5,3156,4091
1091,5,3160,52866
1092,5,3162,44200
1093,5,3171,52866
1094,5,3173,35227
1095,5,3175,52866
1096,5,3176,6059
1097,5,3182,52866
1098,5,3185,11997
1099,5,3189,52866
1100,5,3195,7957
1101,5,3204,28955
1102,5,3206,52199
1103,5,3207,52866
1104,5,3208,6752
1105,5,3209,57804
1106,5,3209,17727
1107,5,3210,17727
1108,5,3214,35605
1109,5,3221,31532
1110,5,3225,11972
1111,5,3226,8632
1112,5,3232,8632
1113,5,3233,8632
1114,5,3238,55047
1115,5,3238,55047
1116,5,3239,8632
1117,5,3245,11369
1118,5,3247,8632
1119,5,3251,8632
1120,5,3252,35605
1121,5,3258,7957
1122,5,3261,17727
1123,5,3261,59898
1124,5,3262,7957
1125,5,3268,52199
1126,5,3268,52199
1127,5,3269,6752
1128,5,3273,35605
1129,5,3281,57804
1130,5,3282,11369
1131,5,3289,8632
1132,5,3295,4091
1133,5,3299,8632
1134,5,3304,52866
1135,5,3305,4091
1136,5,3308,46748
1137,5,3312,55047
1138,5,3313,7957
1139,5,3319,17727
1140,5,3326,54552
1141,5,3329,11369
1142,5,3331,57804
1143,5,3331,52199
1144,5,3332,31532
1145,5,3335,11369
1146,5,3336,35605
1147,5,3337,132
1148,5,3342,11369
1149,5,3347,17727
1150,5,3352,22391
1151,5,3363,52781
1152,5,3365,7957
1153,5,3370,17727
1154,5,3372,35605
1155,5,3377,57804
1156,5,3387,11369
1157,5,3389,6752
1158,5,3392,57804
1159,5,3395,28955
1160,5,3400,4091
1161,5,3404,4091
1162,5,3404,5376
1163,5,3405,52866
1164,5,3407,35605
1165,5,3409,47002
1166,5,3410,11972
1167,5,3412,11369
1168,5,3414,11369
1169,5,3415,2692
1170,5,3416,7957
1171,5,3419,47002
1172,5,3419,59898
1173,5,3420,52866
1174,5,3424,4091
1175,5,3425,17727
1176,5,3427,52866
1177,5,3430,52866
1178,5,3430,52866
1179,5,3432,11972
1180,5,3433,7957
1181,5,3441,46877
1182,5,3442,46877
1183,5,3460,55047
1184,5,3462,26287
1185,5,3464,17727
1186,5,3465,17727
1187,5,3468,7957
1188,5,3469,35605
1189,5,3477,35605
1190,5,3479,52866
1191,5,3482,46877
1192,5,3484,8632
1193,5,3485,44200
1194,5,3488,57804
1195,5,3489,35605
1196,5,3497,8632
1197,5,3502,35605
1198,5,3511,28955
1199,5,3512,52866
1200,5,3512,27137
1201,5,3514,11369
1202,5,3522,46877
1203,5,3523,6752
1204,5,3523,6752
1205,5,3533,7957
1206,5,3538,31532
1207,5,3550,4091
1208,5,3555,44200
1209,5,3556,52866
1210,5,3557,52866
1211,5,3558,52866
1212,5,3564,15155
1213,5,3564,579
1214,5,3566,59898
1215,5,3568,55047
1216,5,3570,17727
1217,5,3575,11369
1218,5,3578,31532
1219,5,3585,52866
1220,5,3592,55047
1221,5,3597,6752
1222,5,3602,11369
1223,5,3608,5376
1224,5,3619,6752
1225,5,3619,6752
1226,5,3620,46877
1227,5,3623,55047
1228,5,3631,4091
1229,5,3631,44200
1230,5,3632,55047
1231,5,3635,8632
1232,5,3635,8632
1233,5,3641,35605
1234,5,3644,35605
1235,5,3648,11369
1236,5,3653,25958
1237,5,3668,52866
1238,5,3670,55047
1239,5,3671,6752
1240,5,3672,17727
1241,5,3677,55047
1242,5,3679,11369
1243,5,3680,47002
1244,5,3681,35605
1245,5,3687,7957
1246,5,3688,55047
1247,5,3689,46877
1248,5,3692,52866
1249,5,3698,52866
1250,5,3700,25958
1251,5,3700,25958
1252,5,3700,57804
1253,5,3705,57165
1254,5,3708,31532
1255,5,3710,52199
1256,5,3714,52866
1257,5,3715,7957
1258,5,3718,52866
1259,5,3721,42390
1260,5,3721,4800
1261,5,3721,39777
1262,5,3721,5170
1263,5,3729,44200
1264,5,3735,35605
1265,5,3737,35605
1266,5,3739,8632
1267,5,3746,55047
1268,5,3747,47002
1269,5,3749,25958
1270,5,3749,25958
1271,5,3750,52866
1272,5,3754,52866
1273,5,3756,35605
1274,5,3758,31532
1275,5,3762,27137
1276,5,3764,4091
1277,5,3770,7957
1278,5,3777,11369
1279,5,3779,8632
1280,5,3779,8632
1281,5,3785,46877
1282,5,3785,57804
1283,5,3785,59898
1284,5,3793,35605
1285,5,3798,17727
1286,5,3800,35605
1287,5,3803,6752
1288,5,3804,44200
1289,5,3813,59898
1290,5,3816,4091
1291,5,3824,6752
1292,5,3825,11369
1293,5,3828,8632
1294,5,3830,17727
1295,5,3832,47002
1296,5,3834,4091
1297,5,3835,11369
1298,5,3836,11369
1299,5,3837,31532
1300,5,3838,8632
1301,5,3838,8632
1302,5,3844,59898
1303,5,3848,46877
1304,5,3852,31532
1305,5,3856,28955
1306,5,3858,35605
1307,5,3858,35605
1308,5,3859,11369
1309,5,3862,59898
1310,5,3866,27137
1311,5,3869,52866
1312,5,3870,7957
1313,5,3871,31532
1314,5,3880,35227
1315,5,3881,6752
1316,5,3887,35605
1317,5,3889,17727
1318,5,3895,52866
1319,5,3900,52866
1320,5,3901,35227
1321,5,3902,4091
1322,5,3904,59898
1323,5,3907,7190
1324,5,3907,46748
1325,5,3907,46254
1326,5,3907,5627
1327,5,3907,45523
1328,5,3909,13748
1329,5,3910,28955
1330,5,3912,52866
1331,5,3919,35605
1332,5,3923,31532
1333,5,3924,6752
1334,5,3926,46877
1335,5,3927,8632
1336,5,3928,4091
1337,5,3929,55047
1338,5,3929,55047
1339,5,3932,7957
1340,5,3936,8632
1341,5,3937,17727
1342,5,3938,47002
1343,5,3938,132
1344,5,3941,8632
1345,5,3950,7957
1346,5,3953,4091
1347,5,3962,7957
1348,5,3965,55047
1349,5,3967,59898
1350,5,3969,8632
1351,5,3972,57804
1352,5,3976,52866
1353,5,3978,57804
1354,5,3978,47002
1355,5,3981,46748
1356,5,3982,7957
1357,5,3985,55047
1358,5,3986,17727
1359,5,3989,57804
1360,5,3991,7957
1361,5,4000,17727
1362,5,4007,11369
1363,5,4007,11369
1364,5,4009,17727
1365,5,4012,6752
1366,5,4014,52866
1367,5,4015,35605
1368,5,4024,35605
1369,5,4026,17727
1370,5,4027,46877
1371,5,4027,5376
1372,5,4029,55047
1373,5,4031,11514
1374,5,4032,52866
1375,5,4036,31532
1376,5,4041,7957
1377,5,4049,25958
1378,5,4060,11972
1379,5,4063,7957
1380,5,4070,11369
1381,5,4074,55047
1382,5,4075,4091
1383,5,4078,47002
1384,5,4084,6752
1385,5,4085,35605
1386,5,4086,31532
1387,5,4086,31532
1388,5,4089,46877
1389,5,4090,35227
1390,5,4091,53890
1391,5,4091,14751
1392,5,4091,40650
1393,5,4091,28305
1394,5,4091,50296
1395,5,4091,31392
