,node_idx,User Id,Time,Gender,Age Range,Spammer Label
130,130,11601,0.9,M,40,0
131,131,11656,0.0125,M,30,0
132,132,11673,0.0375,F,20,0
133,133,11803,0.1625,M,20,0
134,134,12003,0.3875,M,20,0
135,135,12094,0.15,M,20,0
136,136,12228,0.6,M,20,0
137,137,12236,0.8625,M,30,0
138,138,12272,0.2,M,30,0
139,139,12280,0.425,M,30,0
140,140,12303,0.05,M,30,0
141,141,12388,0.0,M,30,0
142,142,12448,0.9,M,50,0
143,143,12459,0.525,M,40,0
144,144,12508,1.0,M,40,0
145,145,12659,0.225,M,40,0
146,146,12688,0.3125,M,20,0
147,147,12842,0.4625,M,60,0
148,148,12859,0.55,M,60,0
149,149,12940,1.0,M,30,0
150,150,13040,0.625,M,40,0
151,151,13146,0.6875,M,40,0
152,152,13166,0.6125,M,30,0
153,153,13316,0.3,M,30,0
154,154,13407,0.0625,M,30,0
155,155,13514,0.9125,M,30,0
156,156,13551,0.2,M,30,0
157,157,13565,0.0125,M,20,0
158,158,13596,0.2375,M,30,0
159,159,13730,0.3625,M,20,0
160,160,13781,0.4375,M,20,0
161,161,13974,0.625,M,30,0
162,162,14075,0.1125,M,20,0
163,163,14119,0.95,M,40,0
164,164,14128,0.6625,M,20,0
165,165,14147,0.025,M,10,0
166,166,14161,0.05,M,50,1
167,167,14168,0.5,M,30,0
168,168,14274,0.025,M,20,0
169,169,14282,0.6625,M,40,0
170,170,14298,0.1625,M,20,0
171,171,14319,0.325,M,30,0
172,172,14320,0.7875,M,70,0
173,173,14369,0.3,M,20,0
174,174,14515,0.7,M,40,0
175,175,14556,0.375,M,30,0
176,176,14559,0.2625,M,40,0
177,177,14685,0.525,M,40,0
178,178,14755,0.0125,M,50,1
179,179,14822,0.0875,M,20,0
180,180,14825,0.5625,M,20,0
181,181,14853,0.9,M,30,0
182,182,14913,0.0,M,20,0
183,183,14967,0.325,M,40,0
184,184,15007,0.5375,M,30,0
185,185,15024,0.9375,M,60,0
186,186,15288,0.275,M,40,0
187,187,15331,0.55,M,40,0
188,188,15474,0.2375,M,30,0
189,189,15506,0.7625,M,30,0
190,190,15508,1.0,M,20,0
191,191,15628,0.3875,M,30,0
192,192,15758,0.9,M,30,0
193,193,15834,0.3,M,40,0
194,194,15854,0.0125,M,30,0
195,195,16018,0.4,M,30,0
196,196,16091,0.8625,M,20,0
197,197,16144,0.225,M,30,0
198,198,16146,0.75,M,50,0
199,199,16290,0.175,M,30,0
200,200,16312,0.1625,M,40,0
201,201,16863,0.1625,M,40,0
202,202,16975,0.1625,M,30,0
203,203,17019,0.7625,M,30,0
204,204,17183,0.375,M,10,0
205,205,17186,0.1625,M,30,0
206,206,17728,0.4625,M,40,0
207,207,17863,0.075,M,10,0
208,208,17864,0.8625,M,30,0
209,209,18014,0.1375,M,40,0
210,210,18047,0.4375,M,40,0
211,211,18211,0.95,M,20,0
212,212,18509,0.925,M,20,0
213,213,18521,0.175,M,20,0
214,214,18534,0.625,M,50,0
215,215,18677,0.9,M,50,0
216,216,18706,0.8125,M,30,0
217,217,18707,0.1375,M,20,0
218,218,18754,0.025,M,30,1
219,219,18942,0.2125,M,40,0
220,220,19053,1.0,M,20,0
221,221,19091,0.075,M,30,0
222,222,19120,0.0125,M,30,0
223,223,19154,0.575,M,50,0
224,224,19155,0.65,M,30,0
225,225,19209,0.9,M,40,0
226,226,19275,0.0,M,20,0
227,227,19388,0.0125,M,40,1
228,228,19686,0.05,M,20,0
229,229,19859,0.025,M,40,0
230,230,19880,0.775,M,20,0
231,231,19961,0.7,M,70,0
232,232,20161,0.05,M,30,1
233,233,20479,0.8875,M,20,0
234,234,20571,0.1375,M,30,0
235,235,20662,0.6625,M,20,0
236,236,20779,0.125,M,50,1
237,237,20798,0.0,M,30,0
238,238,20883,0.65,M,30,0
239,239,20910,1.0,M,60,0
240,240,21003,0.4375,M,40,0
241,241,21107,0.3375,M,30,0
242,242,21130,0.675,M,40,0
243,243,21201,0.2625,M,30,0
244,244,21259,0.0875,M,30,0
245,245,21405,0.475,M,30,0
246,246,21494,0.6875,M,40,0
247,247,21525,0.1,M,20,0
248,248,21597,0.4875,M,30,0
249,249,21609,0.625,M,60,0
250,250,21647,0.6625,M,40,0
251,251,21756,0.15,M,20,0
252,252,21775,0.75,M,40,0
253,253,21781,0.1125,M,30,0
254,254,22034,0.075,M,20,0
255,255,22061,0.075,M,30,0
256,256,22168,0.0375,M,30,0
257,257,22337,0.125,M,30,0
258,258,22386,0.7375,M,60,0
259,259,22445,0.6375,M,40,0
260,260,22530,0.0125,M,20,0
261,261,22537,0.0125,M,30,0
262,262,22662,0.95,M,40,0
263,263,22697,0.0875,M,30,0
264,264,22795,0.3125,M,20,0
265,265,22812,0.675,M,30,0
266,266,23175,0.1875,M,30,0
267,267,23182,0.55,M,40,0
268,268,23242,0.65,M,60,0
269,269,23253,0.05,M,30,0
270,270,23346,0.0875,M,30,0
271,271,23437,0.675,M,50,0
272,272,23450,0.025,M,20,0
273,273,23503,0.85,M,40,0
274,274,23620,0.7625,M,20,0
275,275,23684,0.2375,M,70,0
276,276,23778,0.225,M,30,0
277,277,23779,0.05,M,50,0
278,278,23811,0.0,M,30,1
279,279,23816,0.0,M,30,0
280,280,23900,0.3125,M,60,0
281,281,23912,0.475,M,50,0
282,282,23941,0.6625,M,20,0
283,283,24062,0.7625,M,30,0
284,284,24088,0.175,M,40,0
285,285,24114,0.2125,M,20,0
286,286,24221,0.2125,M,30,0
287,287,24319,0.9125,M,70,0
288,288,24404,0.7125,M,30,0
289,289,24442,0.6,M,30,0
290,290,24528,0.0,M,20,0
291,291,24623,0.9375,F,20,0
292,292,24653,0.05,M,50,0
293,293,24778,0.4875,M,30,0
294,294,25125,0.05,M,20,0
295,295,25174,0.0625,M,30,1
296,296,25209,0.175,M,50,0
297,297,25323,0.225,M,30,0
298,298,25454,1.0,M,40,0
299,299,25478,0.5375,M,40,0
300,300,25554,0.375,M,40,0
301,301,25664,0.0,M,20,0
302,302,25792,0.75,M,40,0
303,303,25799,0.0625,M,30,0
304,304,25837,0.4875,M,20,0
305,305,25843,0.95,M,40,0
306,306,25916,0.4875,M,40,0
307,307,26150,0.225,M,30,1
308,308,26269,0.225,M,30,0
309,309,26298,0.35,M,20,0
310,310,26494,0.675,M,50,0
311,311,26594,0.55,M,20,0
312,312,26646,0.7125,M,20,0
313,313,26756,0.65,M,60,0
314,314,26805,0.0375,M,20,0
315,315,26953,0.025,M,10,0
316,316,26971,0.625,M,30,0
317,317,27077,1.0,M,30,0
318,318,27094,0.4875,M,30,0
319,319,27270,0.4375,M,40,0
320,320,27301,0.5,M,50,0
321,321,27310,0.2625,M,20,0
322,322,27339,0.725,M,30,0
323,323,27381,0.9125,M,40,0
324,324,27573,0.1875,M,30,0
325,325,27606,0.425,M,50,0
326,326,27701,0.0375,M,10,0
327,327,27735,0.0625,M,50,0
328,328,27823,0.2875,M,30,0
329,329,27892,0.6375,M,50,0
330,330,28207,0.6875,M,40,0
331,331,28208,0.0125,M,30,0
332,332,28326,0.65,M,20,0
333,333,28344,0.0125,M,50,0
334,334,28474,0.1875,M,30,0
335,335,28612,0.0125,M,20,0
336,336,28669,1.0,M,30,0
337,337,29019,0.0125,M,20,0
338,338,29078,0.0625,M,20,1
339,339,29128,0.7875,M,40,0
340,340,29288,0.0,M,30,1
341,341,29350,0.225,M,40,1
342,342,29362,0.65,M,60,0
343,343,29547,0.9,M,30,0
344,344,29615,0.175,M,30,0
345,345,29679,0.175,M,30,0
346,346,29689,0.9,M,40,0
347,347,29867,0.9125,M,20,0
348,348,29960,0.65,M,40,0
349,349,30001,0.375,M,50,0
350,350,30023,0.3,M,50,0
351,351,30217,0.275,M,30,0
352,352,30242,0.025,M,20,0
353,353,30351,0.55,M,20,0
354,354,30406,0.6875,M,30,0
355,355,30544,1.0,M,30,0
356,356,30570,1.0,M,30,0
357,357,30572,0.025,M,40,0
358,358,30839,0.7875,M,20,0
359,359,31099,0.0375,M,40,0
360,360,31153,0.425,M,10,0
361,361,31299,0.2875,M,40,0
362,362,31332,0.9,M,20,0
363,363,31335,0.8625,M,30,0
364,364,31337,0.0,M,20,0
365,365,31396,0.0125,M,30,0
366,366,31467,0.75,M,50,0
367,367,31736,0.1375,M,40,0
368,368,31881,0.6875,M,30,0
369,369,31920,0.1125,M,30,0
370,370,31982,0.4375,M,30,0
371,371,32037,0.4,M,30,0
372,372,32089,0.45,M,60,0
373,373,32180,1.0,M,40,0
374,374,32185,0.2375,M,20,0
375,375,32215,0.1,M,30,0
376,376,32268,1.0,M,40,0
377,377,32269,0.0375,M,40,0
378,378,32369,0.025,M,30,0
379,379,32393,0.55,M,40,0
380,380,32412,1.0,M,30,0
381,381,32442,0.9,M,30,0
382,382,32446,0.9375,M,20,0
383,383,32508,0.1125,M,10,0
384,384,32636,0.625,M,50,1
385,385,32703,0.7125,M,60,0
386,386,32711,0.2375,M,20,0
387,387,32748,0.375,M,10,0
388,388,32778,0.7875,M,30,0
389,389,33011,0.225,M,30,0
390,390,33038,0.075,M,20,0
391,391,33109,0.35,M,40,0
392,392,33206,0.8375,M,40,0
393,393,33307,0.0,M,20,0
394,394,33348,0.675,M,50,0
395,395,33406,0.425,M,30,0
396,396,33486,0.4375,M,40,0
397,397,33644,0.9,M,20,0
398,398,33690,0.025,M,20,0
399,399,33971,0.875,M,60,0
400,400,33991,0.3875,M,40,0
401,401,34032,0.225,M,30,0
402,402,34167,0.325,M,40,0
403,403,34210,0.475,M,40,0
404,404,34245,0.125,M,30,0
405,405,34261,0.675,M,50,0
406,406,34352,0.325,M,20,0
407,407,34444,0.025,M,40,0
408,408,34518,1.0,M,40,0
409,409,34691,0.0,M,30,0
410,410,34854,0.625,M,20,0
411,411,34938,0.3875,M,20,0
412,412,35058,0.75,M,40,0
413,413,35325,0.95,M,40,0
414,414,35350,1.0,M,50,0
415,415,35381,0.2,M,20,0
416,416,35458,0.55,M,30,0
417,417,35508,0.2125,M,20,0
418,418,35574,0.7625,M,40,0
419,419,35580,0.55,M,30,0
420,420,35595,0.8875,M,30,0
421,421,35893,0.5875,M,40,1
422,422,36075,0.5,M,50,1
423,423,36097,0.2625,M,30,0
424,424,36113,0.075,M,30,0
425,425,36150,0.175,M,40,0
426,426,36256,0.0875,M,50,0
427,427,36301,0.0125,M,30,0
428,428,36491,0.725,M,50,0
429,429,36496,1.0,M,30,0
430,430,36586,0.1125,M,40,0
431,431,36593,0.4625,M,50,0
432,432,36609,0.7125,M,30,0
433,433,36640,0.4375,M,20,0
434,434,36644,0.4375,M,30,0
435,435,36651,0.5625,M,20,0
436,436,36684,0.025,M,10,0
437,437,36866,0.4,M,30,0
438,438,37012,0.175,M,60,0
439,439,37022,0.95,M,60,0
440,440,37265,0.7125,M,60,0
441,441,37638,0.725,M,60,0
442,442,37797,0.0875,M,20,0
443,443,37841,0.65,M,40,0
444,444,37988,0.775,M,40,0
445,445,38117,0.1875,M,40,0
446,446,38148,0.2625,M,30,0
447,447,38285,0.7875,M,20,0
448,448,38343,0.1875,M,30,0
449,449,38396,0.525,M,30,0
450,450,38407,0.0,M,20,0
451,451,38423,0.2375,M,30,0
452,452,38461,0.2,M,20,0
453,453,38493,0.2625,M,30,0
454,454,38792,0.4625,M,40,0
455,455,38835,0.675,M,20,0
456,456,39139,0.2875,M,30,0
457,457,39189,0.55,M,60,0
458,458,39495,0.8125,M,40,0
459,459,39607,0.875,M,40,0
460,460,39614,0.675,M,30,0
461,461,39922,0.0625,M,20,0
462,462,39947,0.0125,M,40,0
463,463,40004,0.5,M,30,0
464,464,40100,0.35,M,30,0
465,465,40156,0.75,M,30,0
466,466,40176,0.0375,M,10,0
467,467,40284,0.225,M,30,0
468,468,40314,0.3375,M,40,0
469,469,40315,0.55,M,10,0
470,470,40487,0.65,M,40,0
471,471,40588,0.3375,M,30,0
472,472,40789,0.775,M,40,0
473,473,40963,0.7625,M,30,0
474,474,40975,0.7875,M,40,0
475,475,40976,0.0625,M,20,0
476,476,41060,0.1125,M,20,0
477,477,41133,0.6875,M,20,0
478,478,41181,0.05,M,30,0
479,479,41211,0.7875,M,30,0
480,480,41270,0.1375,M,40,0
481,481,41406,0.05,M,30,0
482,482,41692,0.3375,M,40,0
483,483,41727,0.7125,M,30,0
484,484,41751,0.725,M,30,0
485,485,41836,0.025,M,30,0
486,486,41887,0.0375,M,30,0
487,487,41929,0.9375,M,30,0
488,488,42121,0.0625,M,20,0
489,489,42153,0.7875,M,40,0
490,490,42202,0.45,M,30,0
491,491,42220,0.875,M,40,0
492,492,42316,0.5875,M,50,0
493,493,42324,0.025,M,30,0
494,494,42424,0.05,M,20,0
495,495,42497,1.0,M,20,0
496,496,42563,0.925,M,50,0
497,497,42591,0.4375,M,30,0
498,498,42592,0.3875,M,40,0
499,499,42774,1.0,M,40,0
500,500,42912,0.7875,M,40,0
501,501,42939,0.5375,M,50,0
502,502,42943,0.4625,M,50,0
503,503,43019,0.4625,M,30,0
504,504,43338,0.4875,M,20,0
505,505,43383,0.2875,M,30,0
506,506,43425,0.0,M,30,0
507,507,43447,0.9125,M,40,0
508,508,43457,0.0125,M,30,0
509,509,43504,0.25,M,50,0
510,510,43595,0.55,M,40,0
511,511,43665,0.0125,M,10,0
512,512,43706,0.125,M,40,0
513,513,43709,1.0,M,20,0
514,514,43712,0.9375,M,20,0
515,515,43775,0.8875,M,30,0
516,516,43798,0.2875,M,40,0
517,517,43800,0.025,M,20,0
518,518,43814,0.5375,M,50,0
519,519,43906,0.6375,M,40,0
520,520,43989,0.0875,M,30,0
521,521,44117,0.7875,M,30,0
522,522,44338,0.3625,M,20,0
523,523,44363,0.8,M,30,0
524,524,44424,0.45,M,30,0
525,525,44443,0.1625,M,40,0
526,526,44547,0.7875,M,30,0
527,527,44566,0.7875,M,40,0
528,528,44698,0.4875,M,40,0
529,529,44778,0.075,M,30,0
530,530,44909,1.0,M,40,0
531,531,44936,0.8625,M,30,0
532,532,45005,0.625,M,20,0
533,533,45039,0.6625,M,20,0
534,534,45248,0.9375,M,20,0
535,535,45279,0.9375,M,60,0
536,536,45331,0.525,M,40,0
537,537,45393,0.9375,M,30,0
538,538,45571,0.025,M,30,0
539,539,45653,0.75,M,70,0
540,540,45685,0.9,M,70,0
541,541,45862,0.6375,M,30,0
542,542,46040,0.2,M,20,0
543,543,46053,0.825,M,40,0
544,544,46066,0.4375,M,30,0
545,545,46180,0.75,M,30,0
546,546,46197,0.7125,M,30,0
547,547,46204,0.6375,M,30,0
548,548,46218,0.9,M,30,0
549,549,46345,0.15,M,20,0
550,550,46408,0.4125,M,30,0
551,551,46564,0.6125,M,30,0
552,552,46582,0.725,M,40,0
553,553,46633,1.0,M,30,0
554,554,46666,0.6875,M,10,0
555,555,46691,0.9,M,40,0
556,556,46733,0.1375,M,10,0
557,557,46911,0.1875,M,40,0
558,558,47108,0.175,M,50,0
559,559,47182,0.2125,M,20,1
560,560,47203,0.2,M,30,0
561,561,47275,0.2875,M,30,0
562,562,47362,0.2875,M,20,0
563,563,47398,0.025,M,30,1
564,564,47429,0.1125,M,30,0
565,565,47463,0.0625,M,20,0
566,566,47542,0.1125,M,40,0
567,567,47625,0.075,M,10,0
568,568,47699,0.0,M,30,1
569,569,47798,0.0875,M,30,0
570,570,47864,0.7,M,30,0
571,571,47870,0.325,M,50,0
572,572,47986,0.2625,M,20,0
573,573,48071,0.3625,M,30,1
574,574,48073,0.0,M,30,0
575,575,48162,0.7375,M,40,0
576,576,48164,0.775,M,50,0
577,577,48371,0.375,M,40,0
578,578,48399,0.1625,M,30,0
579,579,48425,0.0125,M,20,0
580,580,48433,0.725,M,10,0
581,581,48535,0.1125,M,30,0
582,582,48547,0.65,M,20,0
583,583,48715,0.725,M,30,0
584,584,48875,0.6,M,30,0
585,585,48888,0.2,M,30,1
586,586,48942,0.35,M,20,0
587,587,49050,0.6625,M,30,0
588,588,49198,0.8125,M,20,0
589,589,49300,0.425,M,30,0
590,590,49404,0.5375,M,40,0
591,591,49520,0.325,M,30,0
592,592,49521,1.0,M,30,0
593,593,49590,1.0,M,50,0
594,594,49674,0.1875,M,30,0
595,595,49767,0.05,M,30,0
596,596,49838,0.725,M,20,0
597,597,49887,0.1375,M,40,0
598,598,49950,0.75,M,20,0
599,599,50034,0.025,M,40,0
600,600,50074,0.1375,M,20,0
601,601,50213,0.325,M,40,0
602,602,50239,0.575,M,20,0
603,603,50247,0.275,M,20,0
604,604,50307,0.9,M,30,0
605,605,50324,0.0625,M,30,0
606,606,50332,0.0,M,20,0
607,607,50413,0.0,M,50,0
608,608,50430,0.275,M,20,0
609,609,50493,0.0125,M,20,0
610,610,50506,0.025,M,50,0
611,611,50639,0.0,M,40,0
612,612,50682,0.0875,M,20,0
613,613,50728,0.5125,M,40,0
614,614,50734,0.0,M,20,0
615,615,50764,0.6375,M,40,0
616,616,51122,0.8375,M,60,0
617,617,51337,0.9125,M,20,0
618,618,51549,0.2,M,20,0
619,619,51948,0.2875,M,20,0
620,620,51991,0.4125,M,20,0
621,621,52161,0.575,M,30,0
622,622,52188,0.9625,M,20,0
623,623,52288,0.1375,M,50,0
624,624,52399,0.7,M,50,0
625,625,52556,0.1625,M,20,0
626,626,52603,0.0375,M,20,0
627,627,52672,0.575,M,40,0
628,628,52726,0.475,M,40,0
629,629,52816,0.775,M,20,0
630,630,52845,0.6125,M,20,0
631,631,52869,0.0375,M,30,0
632,632,53023,0.25,M,20,0
633,633,53040,0.525,M,20,0
634,634,53143,0.15,M,40,0
635,635,53238,0.1875,M,50,0
636,636,53249,0.2125,M,30,0
637,637,53499,0.7625,M,20,0
638,638,53631,0.5875,M,30,0
639,639,53774,0.5375,M,20,0
640,640,53858,0.325,M,30,0
641,641,53898,0.125,M,60,0
642,642,53907,0.425,M,40,0
643,643,53909,0.2875,M,20,0
644,644,54002,0.0,M,20,0
645,645,54120,0.0125,M,30,0
646,646,54149,0.3375,M,10,0
647,647,54296,0.075,M,40,0
648,648,54439,0.0625,M,30,0
649,649,54576,0.6625,M,50,0
650,650,54736,0.8375,M,50,0
651,651,54905,0.275,M,30,0
652,652,55012,0.8875,M,40,0
653,653,55066,0.05,M,20,0
654,654,55068,0.2375,M,40,0
655,655,55100,0.625,M,60,0
656,656,55175,0.9,M,40,0
657,657,55513,1.0,M,20,0
658,658,55542,0.25,M,40,0
659,659,55765,0.275,M,20,0
660,660,55876,0.825,M,20,0
661,661,55939,0.1375,M,50,0
662,662,55959,0.05,M,20,0
663,663,56008,0.2875,M,30,0
664,664,56013,0.0,M,20,0
665,665,56093,0.625,M,40,0
666,666,56099,0.55,M,30,0
667,667,56203,0.725,M,60,0
668,668,56561,0.35,M,40,0
669,669,56803,0.025,M,20,0
670,670,56812,0.0625,M,20,0
671,671,56830,0.0125,M,20,0
672,672,56943,0.5875,M,50,0
673,673,56946,0.1625,M,20,0
674,674,57015,0.6625,M,50,0
675,675,57117,0.4125,M,20,0
676,676,57237,0.3125,M,30,0
677,677,57314,0.7875,M,50,0
678,678,57450,0.675,M,20,0
679,679,57524,0.125,M,20,0
680,680,57635,0.3625,M,40,0
681,681,57642,0.55,M,30,0
682,682,57683,0.05,M,30,0
683,683,57712,0.0,M,30,0
684,684,57885,0.8625,M,50,0
685,685,57946,0.7625,M,50,0
686,686,57961,0.0,M,40,0
687,687,57981,0.0125,M,20,0
688,688,58047,0.95,M,40,0
689,689,58075,0.0125,M,30,0
690,690,58143,0.25,M,40,0
691,691,58249,0.1,M,30,0
692,692,58299,0.0875,M,40,0
693,693,58320,0.7625,M,30,0
694,694,58389,0.1375,M,20,0
695,695,58412,0.6375,M,20,0
696,696,58555,0.55,M,30,0
697,697,58880,0.1,M,30,0
698,698,59040,0.1875,M,20,0
699,699,59137,0.675,M,30,0
700,700,59328,0.75,M,30,0
701,701,59387,0.0125,M,30,0
702,702,59557,0.3375,M,20,0
703,703,59903,0.0875,M,30,0
704,704,59926,0.4875,M,60,0
705,705,59930,1.0,M,40,0
706,706,59992,0.1375,M,20,0
707,707,60015,0.4625,M,30,0
708,708,60099,0.0875,M,20,0
709,709,60107,0.375,M,30,0
710,710,60178,0.35,M,50,1
711,711,60374,0.1375,M,20,0
712,712,60377,0.85,M,40,0
713,713,60404,0.0,M,20,0
714,714,60502,1.0,M,30,0
715,715,60720,0.45,M,50,0
716,716,60878,0.0375,M,30,0
717,717,60883,0.6125,M,30,0
718,718,60890,0.05,M,20,0
719,719,60931,0.25,M,10,0
720,720,60995,0.2375,M,40,0
721,721,61004,0.175,M,50,0
722,722,61190,0.0125,M,10,0
723,723,61367,0.4,M,20,0
724,724,61507,0.9,M,50,0
725,725,61519,0.6375,M,20,0
726,726,61815,0.375,M,30,0
727,727,61825,0.0375,M,20,0
728,728,61892,0.95,M,40,0
729,729,62006,0.7875,M,30,0
730,730,62113,0.0125,M,20,1
731,731,62145,0.2375,M,30,0
732,732,62151,0.2875,M,50,0
733,733,62235,0.05,M,20,0
734,734,62768,0.0,M,20,0
735,735,62846,0.725,M,20,0
736,736,62881,0.4875,M,20,0
737,737,63158,0.65,M,40,0
738,738,63165,0.625,M,30,0
739,739,63320,0.3625,M,20,0
740,740,63376,0.9375,M,30,0
741,741,63451,0.7375,M,50,0
742,742,63481,0.0375,M,40,0
743,743,63537,0.25,M,30,0
744,744,63584,0.4625,M,30,0
745,745,63791,0.275,M,40,0
746,746,63851,0.6625,M,40,0
747,747,63895,0.575,M,50,0
748,748,63968,0.9,M,20,0
749,749,64105,0.25,M,20,0
750,750,64115,0.0,M,20,0
751,751,64214,0.025,M,20,0
752,752,64223,0.8625,M,30,0
753,753,64231,0.0125,M,20,0
754,754,64248,0.9,M,30,0
755,755,64392,0.0,M,40,0
756,756,64541,0.0625,M,30,0
757,757,64721,0.025,M,30,0
758,758,64756,0.6625,M,40,0
759,759,64763,0.2375,M,30,0
760,760,64784,0.775,M,60,0
761,761,65016,0.2375,M,20,0
762,762,65088,0.9,M,40,0
763,763,65275,0.3125,M,20,0
764,764,65397,0.9,M,40,0
765,765,65595,0.3625,M,20,0
766,766,65600,0.7625,M,40,0
767,767,65744,0.6125,M,10,0
768,768,65882,0.2125,M,20,0
769,769,66117,0.675,M,30,0
770,770,66203,0.9,M,50,0
771,771,66224,0.1125,M,30,0
772,772,66332,0.0625,M,60,0
773,773,66432,0.6375,M,30,0
774,774,66471,0.0,M,50,1
775,775,66593,0.7125,M,40,0
776,776,66679,0.15,M,20,0
777,777,66782,0.0125,M,20,0
778,778,66787,0.0375,M,30,0
779,779,66805,0.0,M,40,0
780,780,66867,0.125,M,50,0
781,781,66901,0.0125,M,40,1
782,782,67000,0.1875,M,10,0
783,783,67001,0.05,M,20,0
784,784,67064,0.6375,M,60,0
785,785,67260,0.0,M,20,0
786,786,67296,0.3375,M,60,1
787,787,67353,0.3375,M,60,0
788,788,67390,0.0,M,20,0
789,789,67396,0.0,M,20,0
790,790,67462,0.025,M,40,0
791,791,67597,0.4,M,20,0
792,792,67648,0.6625,M,20,0
793,793,67865,0.1375,M,30,0
794,794,68047,0.2,M,50,0
795,795,68082,0.7125,M,30,0
796,796,68155,0.875,M,20,0
797,797,68284,0.1,M,30,0
