User Id,Gender,Time,Age Range,Spammer Label
23346,M,0.0875,30,0
23437,M,0.675,50,0
23450,M,0.025,20,0
23503,M,0.85,40,0
23620,M,0.7625,20,0
23684,M,0.2375,70,0
23778,M,0.225,30,0
23779,M,0.05,50,0
23811,M,0.0,30,1
23816,M,0.0,30,0
23900,M,0.3125,60,0
23912,M,0.475,50,0
23941,M,0.6625,20,0
24062,M,0.7625,30,0
24088,M,0.175,40,0
24114,M,0.2125,20,0
24221,M,0.2125,30,0
24319,M,0.9125,70,0
24404,M,0.7125,30,0
24442,M,0.6,30,0
24528,M,0.0,20,0
24623,F,0.9375,20,0
24653,M,0.05,50,0
24778,M,0.4875,30,0
25125,M,0.05,20,0
25174,M,0.0625,30,1
25209,M,0.175,50,0
25323,M,0.225,30,0
25454,M,1.0,40,0
25478,M,0.5375,40,0
25554,M,0.375,40,0
25664,M,0.0,20,0
25792,M,0.75,40,0
25799,M,0.0625,30,0
25837,M,0.4875,20,0
25843,M,0.95,40,0
25916,M,0.4875,40,0
26150,M,0.225,30,1
26269,M,0.225,30,0
26298,M,0.35,20,0
26494,M,0.675,50,0
26594,M,0.55,20,0
26646,M,0.7125,20,0
26756,M,0.65,60,0
26805,M,0.0375,20,0
26953,M,0.025,10,0
26971,M,0.625,30,0
27077,M,1.0,30,0
27094,M,0.4875,30,0
27270,M,0.4375,40,0
27301,M,0.5,50,0
27310,M,0.2625,20,0
27339,M,0.725,30,0
27381,M,0.9125,40,0
27573,M,0.1875,30,0
27606,M,0.425,50,0
27701,M,0.0375,10,0
27735,M,0.0625,50,0
27823,M,0.2875,30,0
27892,M,0.6375,50,0
28207,M,0.6875,40,0
28208,M,0.0125,30,0
28326,M,0.65,20,0
28344,M,0.0125,50,0
28474,M,0.1875,30,0
28612,M,0.0125,20,0
28669,M,1.0,30,0
29019,M,0.0125,20,0
29078,M,0.0625,20,1
29128,M,0.7875,40,0
29288,M,0.0,30,1
29350,M,0.225,40,1
29362,M,0.65,60,0
29547,M,0.9,30,0
29615,M,0.175,30,0
29679,M,0.175,30,0
29689,M,0.9,40,0
29867,M,0.9125,20,0
29960,M,0.65,40,0
30001,M,0.375,50,0
30023,M,0.3,50,0
30217,M,0.275,30,0
30242,M,0.025,20,0
30351,M,0.55,20,0
30406,M,0.6875,30,0
30544,M,1.0,30,0
30570,M,1.0,30,0
30572,M,0.025,40,0
30839,M,0.7875,20,0
31099,M,0.0375,40,0
31153,M,0.425,10,0
31299,M,0.2875,40,0
31332,M,0.9,20,0
31335,M,0.8625,30,0
31337,M,0.0,20,0
31396,M,0.0125,30,0
31467,M,0.75,50,0
31736,M,0.1375,40,0
31881,M,0.6875,30,0
31920,M,0.1125,30,0
31982,M,0.4375,30,0
32037,M,0.4,30,0
32089,M,0.45,60,0
32180,M,1.0,40,0
32185,M,0.2375,20,0
32215,M,0.1,30,0
32268,M,1.0,40,0
32269,M,0.0375,40,0
32369,M,0.025,30,0
32393,M,0.55,40,0
32412,M,1.0,30,0
32442,M,0.9,30,0
32446,M,0.9375,20,0
32508,M,0.1125,10,0
32636,M,0.625,50,1
32703,M,0.7125,60,0
32711,M,0.2375,20,0
32748,M,0.375,10,0
32778,M,0.7875,30,0
33011,M,0.225,30,0
33038,M,0.075,20,0
33109,M,0.35,40,0
33206,M,0.8375,40,0
33307,M,0.0,20,0
33348,M,0.675,50,0
33406,M,0.425,30,0
33486,M,0.4375,40,0
33644,M,0.9,20,0
33690,M,0.025,20,0
33971,M,0.875,60,0
33991,M,0.3875,40,0
34032,M,0.225,30,0
34167,M,0.325,40,0
34210,M,0.475,40,0
34245,M,0.125,30,0
34261,M,0.675,50,0
34352,M,0.325,20,0
34444,M,0.025,40,0
34518,M,1.0,40,0
34691,M,0.0,30,0
34854,M,0.625,20,0
34938,M,0.3875,20,0
35058,M,0.75,40,0
35325,M,0.95,40,0
35350,M,1.0,50,0
35381,M,0.2,20,0
35458,M,0.55,30,0
35508,M,0.2125,20,0
35574,M,0.7625,40,0
35580,M,0.55,30,0
35595,M,0.8875,30,0
35893,M,0.5875,40,1
36075,M,0.5,50,1
36097,M,0.2625,30,0
36113,M,0.075,30,0
36150,M,0.175,40,0
36256,M,0.0875,50,0
36301,M,0.0125,30,0
36491,M,0.725,50,0
36496,M,1.0,30,0
36586,M,0.1125,40,0
36593,M,0.4625,50,0
36609,M,0.7125,30,0
36640,M,0.4375,20,0
36644,M,0.4375,30,0
36651,M,0.5625,20,0
36684,M,0.025,10,0
36866,M,0.4,30,0
37012,M,0.175,60,0
37022,M,0.95,60,0
37265,M,0.7125,60,0
37638,M,0.725,60,0
37797,M,0.0875,20,0
37841,M,0.65,40,0
37988,M,0.775,40,0
38117,M,0.1875,40,0
38148,M,0.2625,30,0
38285,M,0.7875,20,0
38343,M,0.1875,30,0
38396,M,0.525,30,0
38407,M,0.0,20,0
38423,M,0.2375,30,0
38461,M,0.2,20,0
38493,M,0.2625,30,0
38792,M,0.4625,40,0
38835,M,0.675,20,0
39139,M,0.2875,30,0
39189,M,0.55,60,0
39495,M,0.8125,40,0
39607,M,0.875,40,0
39614,M,0.675,30,0
39922,M,0.0625,20,0
39947,M,0.0125,40,0
40004,M,0.5,30,0
40100,M,0.35,30,0
40156,M,0.75,30,0
40176,M,0.0375,10,0
40284,M,0.225,30,0
40314,M,0.3375,40,0
40315,M,0.55,10,0
40487,M,0.65,40,0
40588,M,0.3375,30,0
40789,M,0.775,40,0
40963,M,0.7625,30,0
40975,M,0.7875,40,0
40976,M,0.0625,20,0
41060,M,0.1125,20,0
41133,M,0.6875,20,0
41181,M,0.05,30,0
41211,M,0.7875,30,0
41270,M,0.1375,40,0
41406,M,0.05,30,0
41692,M,0.3375,40,0
41727,M,0.7125,30,0
41751,M,0.725,30,0
41836,M,0.025,30,0
41887,M,0.0375,30,0
41929,M,0.9375,30,0
42121,M,0.0625,20,0
42153,M,0.7875,40,0
42202,M,0.45,30,0
42220,M,0.875,40,0
42316,M,0.5875,50,0
42324,M,0.025,30,0
42424,M,0.05,20,0
42497,M,1.0,20,0
42563,M,0.925,50,0
42591,M,0.4375,30,0
42592,M,0.3875,40,0
42774,M,1.0,40,0
42912,M,0.7875,40,0
42939,M,0.5375,50,0
42943,M,0.4625,50,0
43019,M,0.4625,30,0
43338,M,0.4875,20,0
43383,M,0.2875,30,0
43425,M,0.0,30,0
43447,M,0.9125,40,0
43457,M,0.0125,30,0
43504,M,0.25,50,0
43595,M,0.55,40,0
43665,M,0.0125,10,0
43706,M,0.125,40,0
43709,M,1.0,20,0
43712,M,0.9375,20,0
43775,M,0.8875,30,0
43798,M,0.2875,40,0
43800,M,0.025,20,0
43814,M,0.5375,50,0
43906,M,0.6375,40,0
43989,M,0.0875,30,0
44117,M,0.7875,30,0
44338,M,0.3625,20,0
44363,M,0.8,30,0
44424,M,0.45,30,0
44443,M,0.1625,40,0
44547,M,0.7875,30,0
44566,M,0.7875,40,0
44698,M,0.4875,40,0
44778,M,0.075,30,0
44909,M,1.0,40,0
44936,M,0.8625,30,0
45005,M,0.625,20,0
45039,M,0.6625,20,0
45248,M,0.9375,20,0
45279,M,0.9375,60,0
45331,M,0.525,40,0
45393,M,0.9375,30,0
45571,M,0.025,30,0
45653,M,0.75,70,0
45685,M,0.9,70,0
45862,M,0.6375,30,0
46040,M,0.2,20,0
46053,M,0.825,40,0
46066,M,0.4375,30,0
46180,M,0.75,30,0
46197,M,0.7125,30,0
46204,M,0.6375,30,0
46218,M,0.9,30,0
46345,M,0.15,20,0
46408,M,0.4125,30,0
46564,M,0.6125,30,0
46582,M,0.725,40,0
46633,M,1.0,30,0
46666,M,0.6875,10,0
46691,M,0.9,40,0
46733,M,0.1375,10,0
46911,M,0.1875,40,0
47108,M,0.175,50,0
47182,M,0.2125,20,1
47203,M,0.2,30,0
47275,M,0.2875,30,0
47362,M,0.2875,20,0
47398,M,0.025,30,1
47429,M,0.1125,30,0
47463,M,0.0625,20,0
47542,M,0.1125,40,0
47625,M,0.075,10,0
47699,M,0.0,30,1
47798,M,0.0875,30,0
47864,M,0.7,30,0
47870,M,0.325,50,0
47986,M,0.2625,20,0
48071,M,0.3625,30,1
48073,M,0.0,30,0
48162,M,0.7375,40,0
48164,M,0.775,50,0
48371,M,0.375,40,0
48399,M,0.1625,30,0
48425,M,0.0125,20,0
48433,M,0.725,10,0
48535,M,0.1125,30,0
48547,M,0.65,20,0
48715,M,0.725,30,0
48875,M,0.6,30,0
48888,M,0.2,30,1
48942,M,0.35,20,0
49050,M,0.6625,30,0
49198,M,0.8125,20,0
49300,M,0.425,30,0
49404,M,0.5375,40,0
49520,M,0.325,30,0
49521,M,1.0,30,0
49590,M,1.0,50,0
49674,M,0.1875,30,0
49767,M,0.05,30,0
49838,M,0.725,20,0
49887,M,0.1375,40,0
49950,M,0.75,20,0
50034,M,0.025,40,0
50074,M,0.1375,20,0
50213,M,0.325,40,0
50239,M,0.575,20,0
50247,M,0.275,20,0
50307,M,0.9,30,0
50324,M,0.0625,30,0
50332,M,0.0,20,0
50413,M,0.0,50,0
50430,M,0.275,20,0
50493,M,0.0125,20,0
50506,M,0.025,50,0
50639,M,0.0,40,0
50682,M,0.0875,20,0
50728,M,0.5125,40,0
50734,M,0.0,20,0
50764,M,0.6375,40,0
51122,M,0.8375,60,0
51337,M,0.9125,20,0
51549,M,0.2,20,0
51948,M,0.2875,20,0
51991,M,0.4125,20,0
52161,M,0.575,30,0
52188,M,0.9625,20,0
52288,M,0.1375,50,0
52399,M,0.7,50,0
52556,M,0.1625,20,0
52603,M,0.0375,20,0
52672,M,0.575,40,0
52726,M,0.475,40,0
52816,M,0.775,20,0
52845,M,0.6125,20,0
52869,M,0.0375,30,0
53023,M,0.25,20,0
53040,M,0.525,20,0
53143,M,0.15,40,0
53238,M,0.1875,50,0
53249,M,0.2125,30,0
53499,M,0.7625,20,0
53631,M,0.5875,30,0
53774,M,0.5375,20,0
53858,M,0.325,30,0
53898,M,0.125,60,0
53907,M,0.425,40,0
53909,M,0.2875,20,0
54002,M,0.0,20,0
54120,M,0.0125,30,0
54149,M,0.3375,10,0
54296,M,0.075,40,0
54439,M,0.0625,30,0
54576,M,0.6625,50,0
54736,M,0.8375,50,0
54905,M,0.275,30,0
55012,M,0.8875,40,0
55066,M,0.05,20,0
55068,M,0.2375,40,0
55100,M,0.625,60,0
55175,M,0.9,40,0
55513,M,1.0,20,0
55542,M,0.25,40,0
55765,M,0.275,20,0
55876,M,0.825,20,0
55939,M,0.1375,50,0
55959,M,0.05,20,0
56008,M,0.2875,30,0
56013,M,0.0,20,0
56093,M,0.625,40,0
56099,M,0.55,30,0
56203,M,0.725,60,0
56561,M,0.35,40,0
56803,M,0.025,20,0
56812,M,0.0625,20,0
56830,M,0.0125,20,0
56943,M,0.5875,50,0
56946,M,0.1625,20,0
57015,M,0.6625,50,0
57117,M,0.4125,20,0
57237,M,0.3125,30,0
57314,M,0.7875,50,0
57450,M,0.675,20,0
57524,M,0.125,20,0
57635,M,0.3625,40,0
57642,M,0.55,30,0
57683,M,0.05,30,0
57712,M,0.0,30,0
57885,M,0.8625,50,0
57946,M,0.7625,50,0
57961,M,0.0,40,0
57981,M,0.0125,20,0
58047,M,0.95,40,0
58075,M,0.0125,30,0
58143,M,0.25,40,0
58249,M,0.1,30,0
58299,M,0.0875,40,0
58320,M,0.7625,30,0
58389,M,0.1375,20,0
58412,M,0.6375,20,0
58555,M,0.55,30,0
58880,M,0.1,30,0
59040,M,0.1875,20,0
59137,M,0.675,30,0
59328,M,0.75,30,0
59387,M,0.0125,30,0
59557,M,0.3375,20,0
59903,M,0.0875,30,0
59926,M,0.4875,60,0
59930,M,1.0,40,0
59992,M,0.1375,20,0
60015,M,0.4625,30,0
60099,M,0.0875,20,0
60107,M,0.375,30,0
60178,M,0.35,50,1
60374,M,0.1375,20,0
60377,M,0.85,40,0
60404,M,0.0,20,0
60502,M,1.0,30,0
60720,M,0.45,50,0
60878,M,0.0375,30,0
60883,M,0.6125,30,0
60890,M,0.05,20,0
60931,M,0.25,10,0
60995,M,0.2375,40,0
61004,M,0.175,50,0
61190,M,0.0125,10,0
61367,M,0.4,20,0
61507,M,0.9,50,0
61519,M,0.6375,20,0
61815,M,0.375,30,0
61825,M,0.0375,20,0
61892,M,0.95,40,0
62006,M,0.7875,30,0
62113,M,0.0125,20,1
62145,M,0.2375,30,0
62151,M,0.2875,50,0
62235,M,0.05,20,0
62768,M,0.0,20,0
62846,M,0.725,20,0
62881,M,0.4875,20,0
63158,M,0.65,40,0
63165,M,0.625,30,0
63320,M,0.3625,20,0
63376,M,0.9375,30,0
63451,M,0.7375,50,0
63481,M,0.0375,40,0
63537,M,0.25,30,0
63584,M,0.4625,30,0
63791,M,0.275,40,0
63851,M,0.6625,40,0
63895,M,0.575,50,0
63968,M,0.9,20,0
64105,M,0.25,20,0
64115,M,0.0,20,0
64214,M,0.025,20,0
64223,M,0.8625,30,0
64231,M,0.0125,20,0
64248,M,0.9,30,0
64392,M,0.0,40,0
64541,M,0.0625,30,0
64721,M,0.025,30,0
64756,M,0.6625,40,0
64763,M,0.2375,30,0
64784,M,0.775,60,0
65016,M,0.2375,20,0
65088,M,0.9,40,0
65275,M,0.3125,20,0
65397,M,0.9,40,0
65595,M,0.3625,20,0
65600,M,0.7625,40,0
65744,M,0.6125,10,0
65882,M,0.2125,20,0
66117,M,0.675,30,0
66203,M,0.9,50,0
66224,M,0.1125,30,0
66332,M,0.0625,60,0
66432,M,0.6375,30,0
66471,M,0.0,50,1
66593,M,0.7125,40,0
66679,M,0.15,20,0
66782,M,0.0125,20,0
66787,M,0.0375,30,0
66805,M,0.0,40,0
66867,M,0.125,50,0
66901,M,0.0125,40,1
67000,M,0.1875,10,0
67001,M,0.05,20,0
67064,M,0.6375,60,0
67260,M,0.0,20,0
67296,M,0.3375,60,1
67353,M,0.3375,60,0
67390,M,0.0,20,0
67396,M,0.0,20,0
67462,M,0.025,40,0
67597,M,0.4,20,0
67648,M,0.6625,20,0
67865,M,0.1375,30,0
68047,M,0.2,50,0
68082,M,0.7125,30,0
68155,M,0.875,20,0
68284,M,0.1,30,0
68376,M,0.475,30,0
68548,M,0.6375,40,0
68648,M,0.075,30,0
68933,M,0.2625,20,0
68963,M,0.3125,20,0
68965,M,0.7125,70,0
68972,M,0.3625,60,0
69023,M,0.1375,50,0
69039,M,0.05,30,0
69209,M,0.0,20,0
69281,M,0.0,20,0
69349,M,0.1125,20,0
69407,M,0.225,30,0
69665,M,0.4625,40,0
69672,M,1.0,30,0
69697,M,0.3375,30,0
69740,M,0.05,50,1
70016,M,0.075,20,0
70078,M,1.0,30,0
70469,M,0.1875,30,0
70766,M,0.175,20,0
70803,M,0.6875,30,0
70825,M,0.5875,50,0
71144,M,0.95,50,0
71158,M,0.1125,40,0
71198,M,0.9375,30,0
71201,M,0.7625,40,0
71247,M,0.825,40,0
71308,M,0.0375,20,0
71363,M,0.35,30,0
71397,M,0.1,30,0
71427,M,0.2375,40,0
71438,M,0.8875,20,0
71610,M,0.025,40,0
71742,M,0.625,60,0
71888,M,0.0625,20,0
71952,M,0.4875,20,0
71969,M,0.6875,40,0
72094,M,0.075,30,0
72284,M,0.15,20,0
72297,M,0.675,50,0
72373,M,0.4375,50,0
72410,M,0.8,40,0
72413,M,0.05,30,0
72533,M,0.0625,30,0
72678,M,0.8875,40,0
72785,M,0.7625,60,0
73130,M,0.025,30,0
73286,M,0.0,10,0
73466,M,0.0375,30,0
73556,M,0.0,50,0
73574,M,0.0875,20,0
73587,M,0.625,50,0
73833,M,0.95,30,0
73999,M,0.4625,20,0
74075,M,0.9,50,0
74114,M,0.325,30,0
74202,M,0.5625,20,0
74399,M,0.8875,30,0
74457,M,0.8,30,0
74466,M,0.1625,20,0
74503,M,1.0,40,0
74570,M,0.0375,40,0
74780,M,0.15,30,0
74896,M,0.15,30,0
74951,M,0.6375,30,0
74990,M,0.6125,30,0
75128,M,0.125,30,0
75304,M,0.0,20,0
75528,M,0.0875,40,0
75549,M,0.7625,30,0
75556,M,0.675,20,1
75663,M,0.0625,20,0
75981,M,0.4125,30,0
76017,M,0.0,20,0
76417,M,0.65,30,0
76475,M,0.725,30,0
76512,M,0.5125,20,0
76531,M,0.75,20,0
76573,M,0.2375,30,0
76597,M,0.2375,30,0
76632,M,0.625,50,0
76888,M,0.15,30,0
76891,M,0.8625,40,0
76949,M,0.6625,50,0
77174,M,0.375,30,0
77228,M,0.1625,20,1
77303,M,0.9,30,0
77411,M,0.45,40,0
77455,M,0.15,30,0
77665,M,0.525,40,0
77924,M,0.8875,40,0
77993,M,0.9125,40,0
78104,M,0.025,30,1
78204,M,0.1125,50,0
78240,M,0.1625,30,0
78253,M,0.425,20,0
78265,M,0.8875,40,0
78501,M,0.4125,30,0
78548,M,0.5875,30,0
78576,M,0.6375,50,0
78643,M,0.6625,40,0
79127,M,0.6875,30,0
79222,M,0.05,30,1
79224,M,0.9,30,0
79231,M,0.875,40,0
79331,M,0.0,30,0
79340,M,0.025,10,0
79354,M,0.425,20,0
79407,M,0.2,50,0
79486,M,0.1875,30,0
79500,M,0.8125,20,0
79579,M,0.1125,30,0
79631,M,0.0,20,0
79634,M,0.9,60,0
79679,M,0.275,50,0
79723,M,0.9125,30,0
79727,M,0.0625,20,0
79737,M,0.8,30,0
79955,M,0.9,50,0
80034,M,0.225,20,0
80185,M,0.9625,30,0
80212,M,0.7125,40,0
80215,M,0.7375,50,0
80234,M,0.675,50,0
80243,M,0.1125,20,0
80267,M,1.0,20,0
80514,M,0.475,30,0
80552,M,0.0375,40,0
80633,M,0.2375,30,0
80729,M,0.5375,20,0
80819,M,0.6375,30,0
80950,M,1.0,30,0
81463,M,0.5375,40,0
81464,M,0.75,40,0
81472,M,0.275,30,0
81580,M,0.6375,30,0
81683,M,0.9625,50,0
81693,M,1.0,30,0
81704,M,0.6,20,0
81898,M,0.025,40,0
81916,M,0.05,20,1
82126,M,0.025,20,0
82159,M,0.6625,40,0
82268,M,0.0625,30,0
82271,M,0.0125,20,0
82280,M,0.875,40,0
82331,M,0.15,20,0
82390,M,0.1125,20,0
82524,M,0.8,40,0
82767,M,0.9,20,0
82809,M,0.5625,40,0
82964,M,0.025,30,0
83141,M,0.2125,30,0
83329,M,0.0125,30,0
83346,M,0.075,20,0
83393,M,0.6,30,0
83471,M,0.65,20,0
83496,M,0.0,20,0
83588,M,0.275,50,0
83744,M,1.0,30,0
83746,M,0.05,20,0
83886,M,0.35,30,0
83939,M,0.625,20,0
84084,M,0.5375,30,0
84338,M,0.175,30,0
84369,M,0.175,30,0
84658,M,0.6625,30,0
84670,M,0.6125,30,0
84673,M,0.0125,20,0
84723,M,0.0625,30,0
84748,M,0.6875,40,0
84811,M,0.775,20,0
84902,M,0.0375,30,0
84909,M,0.4,30,0
85010,M,0.0625,10,0
85184,M,0.9125,50,0
85267,M,0.75,30,0
85276,M,0.0375,10,0
85280,M,0.2375,30,0
85305,M,0.35,50,0
85730,M,0.6875,30,0
85907,M,0.0,30,1
85917,M,0.4875,30,0
85957,M,0.0625,30,0
85968,M,0.9375,30,0
86001,M,0.2625,40,0
86033,M,0.0125,30,0
86268,M,0.3125,30,0
86311,M,0.025,40,0
86403,M,0.575,50,0
86450,M,1.0,40,0
86899,M,0.075,20,0
86954,M,0.2875,20,0
86956,M,0.025,40,0
87015,M,0.7875,30,0
87020,M,0.45,30,0
87108,M,0.625,20,1
87324,M,0.075,20,0
87457,M,0.0125,20,0
87506,M,0.7625,30,0
87561,M,0.75,30,0
87728,M,0.95,50,0
87927,M,0.1,60,1
87935,M,0.7875,50,0
87967,M,0.0875,30,0
88017,M,0.9,20,0
88053,M,0.2875,10,0
88143,M,0.1625,60,0
88151,M,0.725,20,0
88189,M,0.925,40,0
88220,M,0.725,40,0
88307,M,0.0875,40,0
88460,M,0.0,40,0
88586,M,0.0125,30,0
88595,M,0.55,30,0
88596,M,0.375,30,0
88874,M,0.55,40,0
88910,M,0.45,40,0
89010,M,0.375,30,0
89042,M,0.6125,30,0
89210,M,0.75,50,0
89402,M,0.175,30,0
89496,M,0.85,60,0
89559,M,0.2625,30,0
89633,M,0.05,20,0
89653,M,0.0,40,0
89694,M,0.0,50,0
89743,M,0.425,30,1
89773,M,0.025,20,1
89792,M,0.6375,30,0
89967,M,0.6625,40,0
89998,M,0.05,40,0
90024,M,0.0375,30,0
90209,M,0.9875,50,0
90369,M,0.1375,30,0
90396,M,0.4,10,0
90659,M,0.8875,30,0
